area	height	readout	fwhm
1.477	32.542	13	23
0.992	18.569	14	41
0.845	15.589	17	32
0.953	28.336	18	26
0.116	7.246	12	14
1.203	22.303	14	41
1.240	29.368	18	24
1.320	32.797	12	23
0.786	13.774	15	35
1.322	34.132	13	28
1.364	29.913	16	23
1.278	26.238	11	22
1.473	23.584	18	26
1.053	25.518	12	39
0.128	7.306	14	16
1.252	17.953	13	36
0.972	19.362	14	39
1.190	23.469	11	29
0.984	25.414	13	23
0.660	21.151	16	25
0.375	17.026	15	20
0.873	16.065	12	26
1.228	18.604	12	35
1.525	27.198	17	33
1.277	14.821	12	53
0.104	7.002	18	13
1.050	20.421	18	52
0.097	7.848	11	10
0.960	12.026	11	25
0.765	17.620	18	37
1.011	25.271	17	31
0.695	10.116	11	33
0.429	7.965	16	16
1.294	44.829	15	24
0.904	20.180	12	23
0.563	14.583	11	37
1.509	34.066	15	32
0.119	7.750	17	13
0.120	7.460	14	11
0.775	20.054	18	31
1.148	23.897	17	61
1.019	23.639	16	39
0.099	6.225	15	14
1.052	25.948	15	48
1.229	16.152	15	35
1.350	32.511	15	23
2.049	27.231	15	82
0.102	7.656	17	11
0.160	9.655	12	16
1.233	17.957	12	56
0.078	6.974	13	9
1.259	41.722	16	27
0.109	6.682	15	14
0.823	22.495	17	33
0.939	31.397	12	27
1.246	22.927	16	30
1.162	25.039	16	30
0.997	33.048	13	27
0.992	20.278	18	48
1.609	30.765	16	23
0.124	6.959	14	17
0.214	8.822	15	18
1.335	18.283	13	67
1.590	35.517	12	21
1.104	25.526	18	21
1.481	47.139	11	28
0.719	24.374	14	24
1.177	35.944	15	30
1.218	29.025	14	27
1.248	34.681	16	27
0.252	11.589	17	20
1.221	41.181	11	23
0.100	6.739	12	13
0.119	7.725	12	14
0.109	7.506	12	12
0.093	6.288	17	14
0.127	7.348	15	14
0.799	12.761	17	27
0.518	14.552	15	35
1.317	26.807	13	31
0.159	9.264	13	15
1.071	25.286	13	42
1.126	14.958	12	49
0.099	7.003	17	12
1.217	25.444	15	24
0.113	7.249	18	14
1.422	26.119	13	33
1.351	33.591	13	27
1.196	23.693	16	32
0.116	7.171	12	13
1.191	30.193	13	38
0.075	6.650	17	9
1.294	19.351	13	49
1.385	34.067	13	23
1.150	17.384	12	36
1.498	23.661	16	32
1.201	34.308	14	24
0.869	28.122	18	29
1.066	15.165	11	76
0.856	13.034	14	33
0.110	6.089	17	15
0.204	7.699	12	22
1.634	31.383	11	41
1.405	25.523	11	29
0.122	7.238	17	15
1.099	40.141	18	25
0.232	11.478	16	20
1.020	23.646	18	39
0.235	7.375	14	28
0.118	6.398	15	17
0.272	8.243	11	20
0.265	6.748	17	27
1.053	25.517	18	40
0.101	7.208	14	11
1.324	18.543	18	41
0.099	6.620	17	14
1.599	40.438	16	23
0.103	7.279	15	12
1.198	23.229	13	38
0.982	17.967	15	22
0.503	20.702	13	22
1.124	12.925	15	78
0.887	30.799	12	25
1.127	19.758	11	30
1.275	20.218	13	48
0.120	6.985	15	16
1.036	15.836	16	46
1.082	25.939	14	43
1.120	19.065	14	59
0.098	6.120	18	14
1.511	46.122	11	30
1.075	18.241	17	28
1.426	29.273	14	45
1.280	22.647	12	30
1.121	20.611	17	51
1.301	28.208	18	23
1.393	17.625	14	35
0.115	8.038	13	13
1.061	25.239	15	28
1.360	28.286	11	22
1.269	37.993	11	30
0.135	9.001	11	13
0.108	6.232	15	16
0.155	8.403	11	19
0.095	6.371	16	13
0.111	6.735	17	16
1.249	53.197	13	22
0.113	7.608	14	13
1.351	36.434	13	28
1.307	28.156	13	30
1.370	13.727	13	29
1.285	44.246	12	23
0.102	8.798	13	10
1.076	28.533	14	33
0.795	12.453	18	34
1.165	29.842	16	36
0.378	10.929	14	34
1.017	12.013	12	57
0.243	8.503	11	25
1.000	20.388	12	31
1.348	38.903	13	33
1.587	44.491	16	27
0.911	23.993	15	33
0.562	19.132	13	28
0.883	19.092	12	24
1.072	32.832	17	21
0.956	12.767	17	43
1.050	22.850	18	57
0.137	8.274	16	15
0.278	12.275	18	20
0.204	8.581	12	21
1.043	15.911	18	50
0.383	16.495	13	22
0.223	9.723	16	22
1.217	27.128	12	25
0.121	8.460	11	13
0.863	28.052	15	27
1.115	23.539	11	31
1.029	20.751	17	32
1.131	22.816	18	50
1.522	40.723	16	29
1.371	30.238	11	28
1.394	26.023	16	26
1.671	23.088	14	60
0.148	9.498	13	13
0.367	10.602	18	31
1.424	46.270	11	29
0.948	21.697	11	24
0.122	8.103	13	13
0.126	8.621	13	13
0.123	6.596	18	18
1.821	35.418	16	47
1.566	21.590	14	46
0.250	7.817	15	34
0.955	23.325	14	40
0.695	30.574	15	21
1.301	20.812	13	26
0.116	6.897	17	15
0.413	12.889	12	27
1.410	21.431	16	40
0.194	8.499	14	20
1.281	22.539	13	54
1.203	36.097	12	29
1.222	33.522	14	24
0.945	22.185	12	40
1.056	24.555	13	28
1.152	23.118	15	23
1.536	63.577	13	23
1.353	42.387	16	24
1.054	16.238	11	51
1.121	16.178	11	48
1.238	16.606	17	29
0.109	7.390	17	13
1.134	9.342	14	72
1.080	38.323	13	25
0.104	7.806	14	11
0.140	7.370	17	18
0.878	37.816	14	22
0.696	21.746	16	20
1.235	29.529	13	40
0.118	8.136	17	13
1.275	19.483	14	67
0.681	11.151	18	30
0.146	7.228	15	18
1.496	27.756	11	30
1.380	44.578	15	24
0.806	20.032	11	30
0.528	14.108	15	30
0.088	7.184	17	10
1.465	50.171	13	26
1.188	28.481	18	26
1.277	23.717	11	28
1.007	28.552	13	30
1.358	34.303	11	22
0.494	12.364	11	38
1.082	43.262	17	23
1.249	24.376	17	25
0.493	10.262	18	51
1.335	23.949	11	22
0.293	9.723	16	26
1.351	23.440	15	29
1.350	14.733	14	57
0.457	17.490	15	23
1.307	38.636	18	25
1.196	29.537	15	27
1.013	27.049	12	33
1.242	49.993	13	21
0.576	16.433	11	31
1.183	27.522	12	23
1.145	22.443	16	32
0.679	26.416	16	23
0.509	17.438	12	27
0.094	6.518	18	13
1.057	33.460	11	21
0.146	8.948	15	15
1.285	17.654	11	34
0.143	6.925	18	20
1.218	25.799	13	23
0.986	36.410	17	24
1.257	26.263	14	24
0.104	7.408	18	12
1.564	67.779	13	22
0.161	7.038	16	19
0.163	8.928	12	16
0.118	6.904	16	16
0.185	8.860	11	20
1.134	28.408	14	29
0.113	7.005	16	14
0.141	8.004	15	15
1.319	25.928	16	22
0.089	7.491	13	9
1.079	14.608	11	37
1.735	57.497	11	25
1.003	12.267	12	33
0.701	14.270	16	20
0.399	12.832	13	24
0.735	12.453	11	26
1.028	23.294	17	35
1.377	24.107	13	50
1.200	18.479	16	30
1.090	31.450	16	33
0.132	7.457	14	16
1.234	20.990	18	28
1.302	29.760	15	28
1.278	23.475	12	35
1.270	21.392	13	61
0.136	7.755	11	15
0.082	7.325	12	10
1.288	35.320	16	35
1.423	53.772	14	24
1.669	46.297	13	25
1.096	19.122	13	25
0.956	15.089	13	30
1.207	34.776	12	26
1.105	31.244	17	23
1.203	32.796	15	34
0.129	7.750	17	15
0.794	32.194	11	21
0.152	7.318	12	17
0.636	23.991	16	24
1.076	29.024	13	32
1.415	30.458	11	31
1.529	25.238	12	28
0.928	16.940	17	50
1.385	18.958	15	49
1.256	33.493	15	44
1.153	30.717	17	31
1.187	15.081	17	41
1.137	21.736	13	28
0.085	7.529	14	10
2.353	36.258	11	34
1.436	28.601	15	22
1.340	23.369	17	29
0.935	13.338	17	41
1.156	9.931	11	100
1.179	26.608	14	44
1.023	27.920	12	20
1.359	29.455	11	21
0.136	7.096	15	19
1.360	20.340	12	49
0.077	6.215	15	11
1.438	18.274	12	36
1.316	37.391	13	35
1.326	25.775	13	38
1.172	24.968	18	37
1.451	29.928	15	28
1.086	30.550	14	30
1.265	24.530	15	27
1.067	17.598	14	36
0.205	8.012	12	20
0.206	6.759	18	29
0.785	23.441	13	24
1.311	23.345	14	28
0.783	19.483	14	21
0.136	8.244	11	15
0.138	8.527	15	14
0.140	8.956	12	13
0.990	13.432	12	74
1.224	35.529	11	22
1.008	19.009	15	25
0.954	16.550	15	27
0.950	22.074	14	36
1.741	37.964	16	26
0.104	6.082	18	16
1.149	26.828	12	28
0.109	6.878	12	14
0.111	7.395	12	13
0.214	6.820	18	27
0.141	8.735	11	15
1.434	29.457	16	38
1.105	16.394	15	35
0.860	13.903	18	38
0.131	7.198	15	17
0.123	7.539	16	15
1.195	21.773	16	57
1.471	9.414	16	47
0.642	14.791	14	43
0.073	6.754	14	9
1.239	28.912	18	44
0.150	7.491	13	22
1.274	43.585	15	25
2.305	34.130	11	40
0.114	7.065	14	15
0.162	9.657	13	14
1.250	28.531	15	27
1.258	18.491	15	52
0.761	15.022	17	47
0.142	7.808	14	17
1.061	23.623	13	26
0.100	7.567	14	11
1.326	48.477	15	25
0.116	7.106	16	15
0.972	18.583	17	25
1.456	19.628	11	52
1.476	30.593	15	35
0.088	7.491	13	10
1.193	18.021	12	44
0.174	8.398	17	19
1.188	23.904	17	46
0.999	18.239	17	29
1.086	22.546	16	28
0.120	7.105	14	14
1.359	31.998	16	28
0.380	13.604	15	25
1.020	13.539	18	54
1.292	26.795	13	31
0.147	7.735	18	18
1.284	16.784	16	50
0.184	8.504	11	21
0.594	17.409	16	30
0.120	7.330	17	13
0.810	21.763	17	33
1.415	34.368	14	42
1.695	61.666	16	23
0.400	12.392	18	26
1.091	24.036	15	57
1.445	47.731	11	23
1.009	24.131	11	43
1.179	49.135	13	23
0.164	7.242	12	20
0.949	26.683	12	29
0.510	16.181	11	24
0.118	6.697	17	15
0.123	6.872	17	15
0.086	6.357	17	11
1.284	19.694	12	28
0.550	17.347	15	27
1.110	17.531	18	51
1.394	22.097	11	47
0.795	34.892	18	21
0.911	23.594	17	37
1.159	23.016	12	29
0.141	8.359	11	16
1.300	31.265	13	26
0.392	13.825	16	25
1.129	46.305	18	22
1.223	34.032	16	33
0.883	14.743	15	34
0.575	22.988	18	24
0.777	25.354	12	28
1.489	31.494	17	22
1.143	31.240	16	25
1.385	14.894	11	51
1.497	32.750	16	32
1.375	23.530	16	40
0.612	22.850	16	25
0.891	24.249	14	33
1.179	18.652	15	30
1.406	23.391	13	32
1.444	23.404	14	30
1.219	19.608	18	38
1.261	24.574	15	23
0.125	8.445	13	12
0.129	6.984	14	17
1.278	21.322	12	48
1.642	54.227	12	24
1.043	38.989	18	24
0.513	9.762	18	56
0.093	6.317	15	12
1.222	30.148	11	36
1.462	49.663	17	24
1.047	17.306	17	27
1.037	23.786	15	44
1.298	52.490	15	23
0.165	9.170	13	14
0.676	20.791	11	30
0.589	22.377	12	24
0.462	18.840	11	22
0.954	22.739	13	39
0.765	11.132	15	26
0.505	12.899	11	41
0.775	31.599	11	22
0.887	12.992	17	31
0.810	26.224	15	27
1.129	21.595	14	38
0.127	6.413	18	18
0.111	7.094	15	15
0.097	6.049	18	13
1.357	21.369	15	35
0.127	7.797	16	15
1.616	45.620	17	22
1.354	28.095	14	24
0.951	29.472	17	27
0.641	24.874	12	24
0.144	6.951	18	19
1.170	43.574	12	25
1.005	35.124	13	26
0.520	10.096	14	22
1.001	30.092	13	24
1.124	20.072	15	27
0.125	7.131	18	16
0.101	7.067	16	13
0.092	7.315	13	11
1.452	32.748	15	20
0.963	29.211	15	28
1.267	16.135	13	43
1.771	63.534	13	23
1.343	16.826	11	64
0.147	8.592	16	15
1.017	35.389	15	26
0.879	30.890	13	25
1.116	23.488	17	33
0.320	9.138	18	36
1.310	40.410	16	30
1.117	19.792	16	31
0.177	10.083	12	16
0.088	6.928	12	11
0.864	23.662	11	32
0.865	21.096	15	30
0.106	7.960	11	12
0.136	6.703	17	19
0.093	7.357	13	11
0.135	8.035	11	15
0.139	7.279	12	17
1.144	23.838	18	22
1.169	30.186	14	30
0.078	6.586	18	9
0.110	7.458	17	13
0.554	14.820	13	31
0.490	14.939	17	33
1.352	32.931	15	25
0.127	8.326	11	14
0.989	30.903	17	31
1.303	39.958	12	24
0.116	7.391	16	14
0.201	7.708	16	20
1.295	26.041	17	57
0.145	7.507	16	18
0.215	7.182	15	22
0.988	22.630	17	21
1.263	29.015	11	29
1.100	19.908	17	25
1.205	28.233	18	30
0.118	7.499	15	14
0.102	7.730	11	11
1.497	62.567	17	23
1.066	16.433	15	31
1.117	19.323	12	31
0.107	7.261	14	13
0.151	7.243	16	17
0.147	7.380	16	19
0.712	16.392	18	27
0.148	8.814	15	15
0.126	6.435	16	14
0.151	8.357	11	16
0.898	19.758	18	44
0.650	11.078	12	36
0.112	6.997	14	14
1.145	22.947	12	44
0.097	7.983	13	10
1.441	55.597	11	22
1.152	26.544	14	29
1.236	30.827	11	39
1.106	22.656	14	27
1.124	24.259	11	31
1.228	21.842	18	36
1.640	51.088	13	26
1.306	20.943	16	64
1.599	48.103	12	21
1.112	27.090	13	30
0.867	19.083	12	47
0.890	23.289	11	35
1.477	40.478	16	28
1.118	20.140	16	23
1.277	26.417	17	45
1.023	27.515	13	33
1.257	22.307	17	32
1.279	35.291	11	26
0.745	26.876	18	27
0.927	32.252	14	24
0.100	7.670	12	12
1.085	27.144	17	30
1.322	23.660	16	36
0.336	12.563	14	23
0.696	25.755	14	25
1.237	21.432	16	35
0.113	6.541	18	15
1.179	36.458	16	28
0.987	27.662	18	32
0.255	7.185	18	48
1.339	24.685	18	26
1.275	14.251	16	68
0.112	6.743	15	14
0.115	6.429	15	18
0.142	7.008	12	20
1.259	25.605	17	23
0.150	8.330	11	17
1.367	12.456	13	81
1.580	53.034	16	25
0.118	8.307	16	13
0.118	7.440	14	14
0.981	24.515	15	27
1.106	32.019	13	29
1.230	16.725	13	59
1.188	33.819	11	23
1.049	22.525	12	54
1.335	49.391	15	24
0.127	7.147	17	16
0.089	6.793	14	11
1.192	32.340	12	23
1.053	34.318	15	28
0.211	7.006	17	17
1.126	21.149	14	39
0.124	7.539	16	15
1.107	21.541	18	40
0.101	6.662	12	13
0.085	6.224	16	12
1.198	17.047	11	27
0.914	34.076	16	24
0.905	18.191	18	29
0.101	7.550	13	11
1.280	34.022	18	30
0.098	6.949	12	13
0.108	7.222	18	13
1.407	35.781	11	25
1.201	14.345	18	46
0.992	18.133	17	38
1.359	17.381	13	45
1.292	47.058	18	25
0.069	5.821	15	10
0.146	8.416	13	16
0.775	26.626	17	27
1.056	19.029	14	68
0.098	6.996	12	12
0.923	30.265	17	24
0.405	9.252	14	69
1.264	28.877	14	56
0.120	6.863	16	14
0.129	8.346	11	14
1.373	27.981	11	26
0.829	26.468	18	30
1.470	21.625	16	55
0.282	13.971	16	16
0.481	8.173	16	64
0.214	6.760	18	32
0.658	18.422	17	30
0.673	22.625	16	28
1.370	29.218	13	23
1.015	23.543	12	53
0.091	6.414	16	13
0.792	27.617	12	27
0.773	17.072	12	44
1.196	27.799	13	23
1.221	25.618	15	23
0.439	11.314	18	33
0.130	7.990	11	13
1.353	27.213	13	24
1.447	24.643	12	28
0.127	8.708	11	13
1.320	17.363	12	41
2.364	41.567	17	50
0.762	14.319	13	29
1.145	21.704	15	26
0.560	12.794	12	47
1.364	43.376	15	28
0.135	7.382	12	15
0.098	6.827	12	13
1.009	22.465	13	41
0.108	7.629	14	13
1.265	23.150	18	25
1.135	36.891	14	25
1.291	20.846	12	30
1.484	32.078	16	32
0.252	8.102	17	37
0.330	12.004	14	24
0.209	10.893	11	18
1.456	24.490	18	25
1.321	21.388	13	42
1.220	28.178	13	41
1.168	17.172	14	26
0.130	7.128	15	17
1.219	23.282	18	53
1.353	36.868	16	33
1.383	32.266	13	26
1.206	26.479	11	38
1.018	17.155	16	21
0.966	21.233	15	20
0.113	7.409	17	13
0.135	8.557	14	13
0.859	29.441	14	27
0.746	14.916	14	26
0.887	13.309	15	27
1.175	24.888	12	49
0.332	10.313	18	22
0.521	13.848	11	38
1.051	29.051	18	35
0.160	7.665	16	17
0.143	8.244	14	16
0.103	6.310	18	15
0.120	9.664	11	10
0.083	6.477	18	11
0.125	7.483	15	15
1.444	37.262	13	27
0.731	32.060	17	22
0.263	7.402	15	21
0.911	19.385	11	36
1.157	41.094	18	26
0.113	6.434	15	17
0.223	8.210	15	21
1.586	47.806	13	26
0.116	8.260	16	12
1.197	28.647	11	27
1.141	24.720	18	29
0.115	8.174	16	13
1.576	32.594	17	33
1.324	22.201	11	49
0.924	16.259	18	36
1.241	53.799	11	21
0.109	6.750	15	14
0.113	6.810	16	15
1.094	26.004	13	34
1.220	19.141	18	42
1.186	31.278	11	36
0.532	11.334	14	43
0.852	32.140	16	24
1.223	22.298	11	46
1.073	16.753	18	47
0.728	22.829	16	28
0.527	12.807	14	46
1.157	35.782	13	28
1.196	27.364	11	32
1.137	29.129	12	22
1.070	41.881	12	23
1.289	22.620	16	39
1.207	30.729	11	35
0.318	10.665	16	25
0.119	6.814	17	16
0.622	15.286	13	40
0.081	6.383	15	11
0.107	6.984	12	13
1.008	16.271	18	24
1.248	39.312	13	24
1.183	18.978	14	35
0.124	6.416	15	18
1.004	16.880	12	33
1.229	31.214	17	24
1.226	33.681	13	23
0.984	24.403	18	29
0.998	36.218	17	25
0.109	6.658	16	15
0.131	8.442	11	14
0.097	6.463	15	14
0.283	9.594	11	20
1.253	19.112	14	37
0.146	7.148	18	19
0.091	6.498	18	13
0.122	7.089	16	15
1.298	26.671	11	30
0.956	18.792	15	51
0.122	7.420	17	15
1.153	25.174	18	21
1.430	40.036	14	34
0.869	13.424	17	46
1.320	25.739	14	22
1.097	21.454	15	26
0.130	7.046	17	15
1.403	42.259	11	30
1.356	26.744	15	29
0.782	27.270	13	26
0.988	22.003	14	25
1.089	21.955	15	49
1.000	20.062	12	29
1.437	26.508	13	61
0.111	6.229	18	15
0.137	8.170	12	15
1.331	26.172	14	36
1.142	14.637	16	66
0.428	14.988	12	21
0.490	18.834	16	24
0.119	8.122	16	13
1.386	40.701	16	24
0.358	7.479	15	53
0.113	6.291	17	16
1.598	59.913	11	25
1.188	19.849	12	30
1.183	25.816	16	43
1.173	21.569	14	29
1.563	45.206	11	31
0.897	26.710	16	27
1.154	17.435	17	24
1.488	25.159	15	28
1.411	34.098	16	26
1.445	57.987	16	23
1.342	17.737	12	45
1.020	18.110	13	28
1.273	36.090	11	32
0.964	34.424	18	26
1.107	30.533	13	35
1.275	23.893	13	23
1.168	27.967	11	49
1.135	28.677	13	39
0.900	19.704	15	45
1.287	25.698	16	35
0.246	7.631	14	16
0.504	13.991	15	26
0.103	7.080	14	12
1.095	18.431	13	23
0.774	13.061	12	22
1.434	56.131	12	23
0.111	7.020	14	14
1.229	21.555	15	29
0.910	22.627	18	24
0.939	18.432	18	53
0.946	16.298	11	29
1.330	29.144	16	30
1.024	22.590	15	64
0.101	7.493	12	11
1.048	29.458	17	23
1.517	47.939	16	25
1.140	23.660	17	26
1.267	23.208	18	34
1.676	44.963	16	36
0.174	8.338	13	20
0.798	28.448	18	25
1.240	14.439	16	36
0.112	7.288	17	13
0.124	8.077	13	14
1.456	26.743	13	44
0.096	6.931	12	13
1.008	12.363	14	50
1.390	27.025	16	30
0.122	6.378	15	18
0.148	8.853	11	15
1.530	34.523	13	27
1.158	24.570	18	22
0.959	20.034	16	39
1.732	37.325	12	23
1.226	35.320	16	30
0.947	23.714	16	20
1.118	21.364	18	29
1.627	50.568	16	23
0.636	14.145	11	27
0.727	18.503	17	34
0.345	13.791	14	24
1.160	23.364	17	35
1.101	21.496	12	31
1.012	37.244	18	25
1.148	25.741	17	24
0.827	25.519	18	30
0.152	7.905	13	19
1.228	24.451	14	21
0.147	8.193	11	16
1.113	12.978	13	20
1.189	35.096	15	23
1.596	40.993	16	29
0.175	8.962	11	19
0.106	6.553	17	13
0.993	16.918	18	32
1.058	32.646	16	30
0.891	20.870	14	27
0.102	6.567	18	14
1.520	58.219	11	24
1.511	52.285	11	25
0.092	6.346	15	12
0.205	7.732	16	14
1.546	36.632	13	51
1.321	28.891	13	28
0.758	17.407	13	48
0.971	42.860	17	21
1.040	18.499	15	30
1.307	30.945	12	25
1.672	19.790	17	59
0.421	12.486	12	30
0.956	21.714	18	30
0.167	9.010	13	16
1.225	21.236	13	29
1.233	22.357	14	33
0.225	9.251	15	18
0.948	34.030	14	25
1.562	21.180	18	27
0.921	32.695	17	25
1.134	29.576	11	22
1.158	42.137	15	24
0.892	25.098	12	33
2.071	80.822	11	22
0.801	23.359	17	31
0.864	26.579	12	29
0.688	16.721	15	32
1.144	23.556	13	24
1.022	23.385	15	23
0.092	6.905	12	12
1.317	27.880	11	46
0.992	24.611	17	40
0.098	6.958	12	12
1.248	26.431	14	22
0.955	18.756	18	29
1.523	29.066	14	23
1.059	18.309	11	31
1.568	41.396	11	27
1.203	21.667	16	34
0.114	6.879	12	14
0.124	7.861	18	14
0.620	28.238	18	20
0.483	20.513	14	20
0.699	24.848	17	25
1.036	43.555	16	22
1.648	27.265	14	27
1.449	22.413	12	31
1.174	30.038	12	34
1.216	18.774	16	24
0.387	16.818	14	20
0.138	7.174	15	19
0.719	12.727	17	29
1.097	34.201	14	27
0.187	10.562	14	17
1.351	23.744	16	40
1.308	33.170	12	20
0.158	7.292	15	21
1.419	29.179	13	22
1.268	27.799	17	22
1.092	42.314	15	24
0.529	9.506	15	19
1.235	48.000	13	24
1.059	16.867	15	30
1.074	25.701	18	44
1.422	42.880	14	27
1.832	65.475	16	24
0.730	23.136	13	27
0.122	6.616	17	16
1.187	13.808	13	36
1.260	20.472	14	36
1.684	53.200	11	26
0.138	7.111	18	18
0.125	7.223	16	16
1.158	23.776	13	23
0.094	7.751	12	10
0.104	7.128	12	12
0.129	7.877	17	15
0.113	7.440	13	14
1.231	22.284	17	25
0.923	23.892	17	38
0.935	38.219	13	23
1.019	21.574	18	28
0.808	31.487	17	24
0.963	26.901	17	34
0.490	16.882	15	27
1.306	36.888	17	24
1.182	29.016	17	24
0.876	10.783	18	83
0.981	26.517	15	33
1.296	22.465	16	28
1.238	16.595	16	64
1.399	49.664	15	26
1.130	19.459	13	27
0.940	26.450	13	33
1.199	40.458	14	28
1.101	19.318	17	24
1.225	36.178	16	31
1.149	44.253	12	24
1.348	15.562	11	69
1.594	46.595	16	25
0.175	8.278	14	21
0.724	29.302	18	23
0.092	7.155	16	11
1.012	18.392	16	29
1.118	40.083	17	25
0.294	11.022	14	20
0.138	7.073	15	19
0.089	6.139	18	13
0.086	6.394	12	11
1.108	17.806	14	29
1.402	37.853	14	30
1.328	17.230	11	71
1.189	42.296	11	26
0.093	6.349	17	11
0.109	6.485	12	15
1.343	27.249	16	25
1.228	46.234	13	25
1.209	19.288	11	29
1.272	44.740	15	25
1.314	22.504	14	33
1.315	24.156	18	32
1.436	25.305	17	65
0.802	23.053	12	30
1.506	51.378	18	22
1.287	23.863	18	27
0.109	7.060	16	14
1.495	24.754	16	24
1.178	17.291	17	37
0.080	6.131	15	11
1.058	16.525	11	29
2.274	38.345	11	24
0.978	16.374	16	43
1.331	23.548	12	30
1.023	18.954	17	38
1.199	41.452	15	26
1.242	33.772	18	36
1.295	24.098	14	39
0.094	7.907	13	10
1.606	34.540	11	25
0.988	13.997	11	27
1.374	46.358	14	22
0.103	7.559	12	12
1.609	51.095	11	29
0.134	6.715	16	19
0.794	24.714	17	26
0.733	24.883	18	23
1.110	19.635	13	30
1.245	28.573	14	48
1.557	62.867	16	23
1.415	25.618	13	23
1.245	36.446	15	28
1.163	29.476	14	39
1.387	26.505	14	25
0.115	6.930	18	13
1.280	45.499	14	25
0.865	15.354	12	29
1.028	14.408	12	36
1.115	29.097	17	27
0.115	7.735	13	13
0.988	43.715	17	21
1.021	26.574	16	26
0.113	7.990	16	12
0.110	6.685	15	14
1.737	50.933	11	31
0.544	19.283	17	27
1.263	22.060	12	31
1.272	23.407	15	25
0.998	19.719	17	46
0.520	12.709	13	35
0.695	24.401	16	25
1.137	27.721	14	39
0.122	6.895	17	15
0.127	8.137	14	14
0.156	7.739	13	19
0.491	14.252	17	36
1.153	29.474	12	41
1.172	37.860	17	28
0.476	14.198	16	31
0.158	8.484	16	17
0.468	11.911	16	49
0.211	6.465	18	34
0.909	17.228	16	33
1.241	24.114	12	36
1.605	57.359	16	25
0.917	32.382	15	25
1.078	16.059	17	44
1.320	18.654	12	25
1.152	19.034	15	40
0.897	28.685	12	27
0.234	10.807	16	19
1.408	44.888	14	24
0.343	8.585	12	35
1.378	14.633	12	44
1.180	49.388	17	22
1.407	26.386	13	43
0.127	7.636	14	15
1.537	59.262	11	22
1.078	25.014	18	49
1.086	16.501	16	30
1.181	20.541	14	28
0.120	7.879	14	12
0.541	20.958	14	23
0.787	18.691	12	44
0.097	6.976	15	12
1.232	37.603	12	22
0.097	8.052	13	10
1.423	33.815	11	24
1.110	37.788	13	27
3.701	63.301	13	22
0.172	6.345	12	19
1.380	31.083	13	25
0.735	25.588	14	26
0.809	19.500	18	37
0.953	36.471	13	24
1.038	23.597	15	35
1.413	21.525	16	26
1.074	28.200	11	23
0.097	6.798	16	13
1.272	29.404	12	26
0.132	7.178	18	17
1.079	22.246	13	23
0.080	7.182	14	9
0.612	14.967	16	43
0.173	8.500	13	19
0.099	7.496	16	11
0.436	15.097	15	25
0.087	6.300	17	12
0.072	6.311	17	10
0.961	24.160	18	34
1.129	43.670	13	24
0.859	31.517	18	24
0.968	37.747	15	23
1.067	27.240	13	30
1.199	45.078	17	22
1.234	19.043	12	28
1.454	53.727	11	24
0.893	22.163	17	39
0.579	25.032	17	22
0.119	7.946	16	14
0.106	7.283	16	14
1.307	33.264	13	22
0.662	21.727	12	27
0.107	8.011	14	11
1.271	34.351	14	36
1.156	17.643	12	39
0.111	6.268	18	17
0.106	6.178	18	15
1.297	22.595	13	33
1.348	16.507	11	35
1.253	20.833	17	31
1.217	22.925	13	27
0.465	9.701	16	53
1.146	19.144	13	32
1.371	44.399	15	21
1.308	22.568	11	36
1.182	23.260	11	24
1.266	29.587	17	41
1.348	25.987	16	29
1.080	22.924	12	46
0.937	30.456	18	24
1.416	44.851	11	28
1.280	48.089	13	24
0.952	20.073	11	45
1.526	26.505	16	78
1.290	22.384	11	27
0.097	6.189	15	14
1.560	39.666	11	28
1.218	28.335	11	23
0.784	19.434	11	28
2.487	37.221	13	50
0.112	7.456	13	13
1.444	21.221	11	37
0.711	19.787	15	23
1.127	28.053	14	24
1.128	28.851	15	33
1.045	17.529	15	29
0.896	17.595	12	49
1.080	20.162	17	26
1.382	33.297	15	38
1.301	46.602	11	26
1.045	24.863	17	36
0.718	17.709	11	34
1.046	31.562	12	30
1.062	27.576	17	24
1.253	24.881	13	23
1.214	20.892	13	61
2.185	52.857	13	26
0.595	21.343	15	25
1.230	26.409	18	26
0.097	7.008	17	12
0.106	7.140	14	13
0.127	8.239	11	13
1.160	16.763	18	40
1.310	24.673	11	25
1.161	9.304	12	93
0.969	13.571	15	46
1.416	31.396	12	25
0.821	26.753	15	25
0.831	18.136	14	45
1.152	15.759	11	39
0.139	8.070	17	16
0.076	7.224	14	9
1.382	35.372	11	28
0.536	21.169	18	24
1.313	23.829	18	25
1.383	27.006	16	28
1.392	37.632	15	26
0.854	14.644	16	34
1.342	43.477	13	28
0.101	6.823	18	13
1.417	25.111	14	66
1.166	37.727	17	23
1.033	12.706	18	24
0.170	7.063	12	22
1.306	23.005	11	27
0.097	6.264	17	14
1.329	35.699	12	20
0.121	6.867	17	16
1.259	35.420	15	35
1.247	39.170	11	31
1.432	63.508	13	21
1.155	18.130	16	40
1.110	15.346	11	36
1.262	49.009	11	24
1.090	30.493	18	27
0.624	12.081	17	53
1.313	24.744	15	25
0.584	14.008	14	32
0.736	14.320	12	56
1.125	29.876	11	34
1.332	22.391	15	25
0.130	7.310	16	17
0.119	8.119	14	12
0.091	6.463	17	13
